line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
7047,2019-07-11 23:57:10,fraud_Kassulke PLC,shopping_net,7.5,F,University,MS,4198,Curator,1342051030,0,23
7048,2019-07-12 00:37:36,fraud_Kuphal-Bartoletti,misc_net,100.2,F,Camden,NY,6460,Building control surveyor,1342053456,0,65
7049,2019-07-12 01:27:56,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.95,M,Big Indian,NY,397,Psychiatrist,1342056476,0,93
7050,2019-07-12 02:12:07,fraud_Pagac LLC,shopping_pos,6.43,F,North Washington,PA,139,Patent attorney,1342059127,0,70
7051,2019-07-12 02:50:32,"fraud_Kuhic, Bins and Pfeffer",shopping_net,6.5,M,Dieterich,IL,2092,"Psychologist, clinical",1342061432,0,62
7052,2019-07-12 03:35:34,fraud_Brekke and Sons,gas_transport,56.8,F,Dayton,OH,479994,Environmental manager,1342064134,0,54
7053,2019-07-12 04:29:32,fraud_Dicki Ltd,grocery_net,44.59,F,Orangeburg,NY,5950,Records manager,1342067372,0,53
7054,2019-07-12 05:12:22,fraud_Huels-Hahn,gas_transport,73.2,M,Norwalk,CA,105549,Firefighter,1342069942,0,51
7055,2019-07-12 05:59:28,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,60.86,F,Paxton,MA,4845,Accounting technician,1342072768,0,98
7056,2019-07-12 06:46:29,fraud_Upton PLC,entertainment,2.46,F,Paradise Valley,AZ,17047,Building surveyor,1342075589,0,89
7057,2019-07-12 07:54:08,fraud_Welch Inc,misc_net,380.13,M,Comfrey,MN,914,Health and safety adviser,1342079648,0,80
7058,2019-07-12 08:35:05,fraud_Bernhard Inc,gas_transport,58.16,F,Breesport,NY,520,Psychotherapist,1342082105,0,33
7059,2019-07-12 09:22:48,fraud_Bauch-Raynor,grocery_pos,109.07,M,Collegeville,MN,1536,Farm manager,1342084968,0,43
7060,2019-07-12 10:09:35,fraud_Pacocha-Bauch,shopping_pos,5.77,F,Notrees,TX,23,Cytogeneticist,1342087775,0,55
7061,2019-07-12 11:07:35,fraud_Halvorson Group,misc_pos,1.93,M,Turner,MT,192,Further education lecturer,1342091255,0,60
7062,2019-07-12 11:52:04,fraud_Harris Inc,gas_transport,73.19,M,Indianapolis,IN,910148,Academic librarian,1342093924,0,37
7063,2019-07-12 12:28:08,"fraud_Windler, Goodwin and Kovacek",home,84.45,M,Collettsville,NC,885,Soil scientist,1342096088,0,36
7064,2019-07-12 13:00:43,fraud_Heller PLC,health_fitness,6.43,M,Kingsville,MD,5451,Science writer,1342098043,0,63
7065,2019-07-12 13:31:11,fraud_Rau-Grant,kids_pets,59.94,M,Manley,NE,206,Human resources officer,1342099871,0,57
7066,2019-07-12 13:55:07,"fraud_Durgan, Gislason and Spencer",home,18.97,F,San Jose,CA,973849,Science writer,1342101307,0,69
7067,2019-07-12 14:25:20,fraud_Rolfson-Kunde,personal_care,74.54,M,Hazel,KY,1480,"Designer, interior/spatial",1342103120,0,50
7068,2019-07-12 14:56:08,fraud_Lynch-Wisozk,home,75.52,M,Nazareth,TX,686,Petroleum engineer,1342104968,0,44
7069,2019-07-12 15:26:32,fraud_Breitenberg-Hermiston,kids_pets,93.7,M,Bowdoin,ME,3224,"Engineer, electronics",1342106792,0,27
7070,2019-07-12 15:56:21,fraud_Buckridge PLC,misc_pos,7.08,F,Jones,AL,1089,Materials engineer,1342108581,0,53
7071,2019-07-12 16:20:56,"fraud_Hauck, Dietrich and Funk",kids_pets,1.71,M,Highland,IN,23727,Community arts worker,1342110056,0,42
7072,2019-07-12 17:03:28,fraud_Brown PLC,misc_net,526.3,F,Hooper,NE,1745,"Engineer, automotive",1342112608,0,50
7073,2019-07-12 17:28:36,fraud_Baumbach Ltd,personal_care,54.98,F,Centerview,MO,2368,Electronics engineer,1342114116,0,35
7074,2019-07-12 18:01:03,fraud_Morissette PLC,shopping_pos,2.89,M,Lawrence,MA,76383,Geoscientist,1342116063,0,39
7075,2019-07-12 18:33:30,"fraud_Bins, Balistreri and Beatty",shopping_pos,9.81,M,Moab,UT,9772,Location manager,1342118010,0,35
7076,2019-07-12 19:01:44,fraud_Rau-Grant,kids_pets,131.29,M,Halma,MN,140,"Embryologist, clinical",1342119704,0,82
7077,2019-07-12 19:30:13,"fraud_Torp, Muller and Borer",health_fitness,40.67,F,Rhame,ND,475,Illustrator,1342121413,0,69
7078,2019-07-12 20:09:44,fraud_Gerlach Inc,shopping_net,5.52,F,Altair,TX,106,"Editor, film/video",1342123784,0,41
7079,2019-07-12 20:29:23,fraud_Crooks and Sons,personal_care,178.71,F,Brunson,SC,1725,Social researcher,1342124963,0,50
7080,2019-07-12 21:05:57,"fraud_Baumbach, Feeney and Morar",shopping_net,2.55,F,Fort Myers,FL,224256,Paramedic,1342127157,0,39
7081,2019-07-12 21:37:30,fraud_Tillman LLC,travel,1.7,F,Rule,TX,932,"Physicist, medical",1342129050,0,70
7082,2019-07-12 22:04:48,"fraud_Torp, Muller and Borer",health_fitness,3.52,F,Blairsden-Graeagle,CA,1725,Chartered legal executive (England and Wales),1342130688,0,57
7083,2019-07-12 22:33:29,fraud_Schimmel-Olson,kids_pets,59.6,M,Tickfaw,LA,8512,"Accountant, chartered public finance",1342132409,0,73
7084,2019-07-12 23:03:10,"fraud_Medhurst, Cartwright and Ebert",personal_care,123.59,M,Benton,WI,1306,Public relations officer,1342134190,0,66
7085,2019-07-12 23:27:27,fraud_O'Connell-Ullrich,home,12.47,F,Sherman,TX,46563,Systems developer,1342135647,0,54
7086,2019-07-13 00:06:26,fraud_Kunde-Sanford,misc_net,1.67,F,Laramie,WY,35371,"Pilot, airline",1342137986,0,36
7087,2019-07-13 00:40:26,fraud_Torphy-Goyette,shopping_pos,383.22,F,Delhi,LA,6581,Multimedia programmer,1342140026,0,60
7088,2019-07-13 01:15:04,fraud_Pfeffer LLC,grocery_net,44.77,F,Orient,WA,149,Special educational needs teacher,1342142104,0,46
7089,2019-07-13 01:46:50,fraud_Rodriguez Group,gas_transport,70.82,F,Birmingham,IA,888,Camera operator,1342144010,0,36
7090,2019-07-13 02:20:49,"fraud_Roob, Conn and Tremblay",shopping_pos,8.88,F,Miamisburg,OH,36784,"Investment banker, corporate",1342146049,0,83
7091,2019-07-13 02:54:04,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,127.27,M,Parsonsfield,ME,1892,Audiological scientist,1342148044,0,68
7092,2019-07-13 03:26:52,"fraud_Greenholt, Jacobi and Gleason",gas_transport,56.09,F,Halstad,MN,771,"Scientist, audiological",1342150012,0,52
7093,2019-07-13 03:56:04,"fraud_Goldner, Kovacek and Abbott",grocery_pos,251.53,F,Phoenix,AZ,1312922,Contractor,1342151764,0,43
7094,2019-07-13 04:33:43,fraud_Wuckert-Walter,grocery_net,38.87,F,Hedrick,IA,1583,Geochemist,1342154023,0,25
7095,2019-07-13 05:15:21,fraud_Strosin-Cruickshank,grocery_pos,101.89,M,Oxford,MI,24840,Agricultural consultant,1342156521,0,64
7096,2019-07-13 05:46:20,"fraud_Lockman, West and Runte",grocery_pos,193.52,F,Daly City,CA,107941,"Buyer, industrial",1342158380,0,33
7097,2019-07-13 06:20:12,"fraud_Heller, Gutmann and Zieme",grocery_pos,73.55,F,Thompson,UT,46,"Surveyor, minerals",1342160412,0,37
7098,2019-07-13 06:52:41,"fraud_Tillman, Fritsch and Schmitt",misc_net,7.33,M,Naples,FL,276002,"Programme researcher, broadcasting/film/video",1342162361,0,45
7099,2019-07-13 07:25:08,fraud_Schmitt Ltd,misc_net,3.39,F,Eagarville,IL,91,Materials engineer,1342164308,0,62
7100,2019-07-13 07:55:30,"fraud_Lockman, West and Runte",grocery_pos,114.98,F,Thrall,TX,1766,Press sub,1342166130,0,48
7101,2019-07-13 08:26:33,fraud_Kuphal-Bartoletti,misc_net,368.54,F,Hinckley,OH,7646,Medical sales representative,1342167993,0,36
7102,2019-07-13 08:57:59,fraud_Lynch Ltd,shopping_pos,255.11,M,Parkers Lake,KY,1565,"Designer, industrial/product",1342169879,0,56
7103,2019-07-13 09:22:33,fraud_Bins-Rice,gas_transport,81.04,F,Noonan,ND,248,Industrial/product designer,1342171353,0,56
7104,2019-07-13 09:52:40,"fraud_Swift, Bradtke and Marquardt",grocery_net,62.68,F,Armagh,PA,922,Early years teacher,1342173160,0,52
7105,2019-07-13 10:26:24,fraud_Kunze Inc,grocery_pos,131.74,F,Fordoche,LA,1178,Community education officer,1342175184,0,73
7106,2019-07-13 10:58:41,fraud_Lynch Ltd,shopping_pos,3.08,M,Kirk,CO,207,Network engineer,1342177121,0,69
7107,2019-07-13 11:32:21,fraud_Berge LLC,gas_transport,39.14,F,Ratcliff,TX,43,"Engineer, production",1342179141,0,75
7108,2019-07-13 12:02:42,fraud_Medhurst PLC,shopping_net,5.63,F,Esbon,KS,242,Tourism officer,1342180962,0,37
7109,2019-07-13 12:18:17,fraud_Wilkinson LLC,personal_care,93.95,F,Bay Minette,AL,19090,Science writer,1342181897,0,95
7110,2019-07-13 12:40:54,"fraud_Hyatt, Russel and Gleichner",health_fitness,1.33,M,Cord,AR,376,"Designer, ceramics/pottery",1342183254,0,86
7111,2019-07-13 13:07:49,fraud_White and Sons,home,110.35,M,Warren,MI,134056,"Doctor, hospital",1342184869,0,44
7112,2019-07-13 13:32:50,fraud_O'Hara-Wilderman,food_dining,8.14,F,Tomahawk,WI,9594,Seismic interpreter,1342186370,0,27
7113,2019-07-13 13:55:25,fraud_Schuppe-Schuppe,food_dining,47.57,M,Murfreesboro,TN,158701,"Journalist, newspaper",1342187725,0,46
7114,2019-07-13 14:16:58,fraud_Jaskolski-Vandervort,misc_net,7.6,M,Arvada,CO,122111,Hotel manager,1342189018,0,37
7115,2019-07-13 14:37:48,"fraud_Prosacco, Kreiger and Kovacek",home,81.32,F,Brandon,FL,79613,Environmental consultant,1342190268,0,46
7116,2019-07-13 15:03:01,fraud_Torphy-Kertzmann,health_fitness,165.91,M,Greenview,CA,308,Call centre manager,1342191781,0,66
7117,2019-07-13 15:25:38,fraud_Bernier and Sons,kids_pets,8.57,F,Plainfield,NJ,71485,Leisure centre manager,1342193138,0,50
7118,2019-07-13 15:46:52,fraud_Connelly-Carter,home,20.36,F,Saint Paul,MN,753116,Fisheries officer,1342194412,0,53
7119,2019-07-13 16:09:18,"fraud_Moore, Williamson and Emmerich",home,55.63,M,Tickfaw,LA,8512,"Accountant, chartered public finance",1342195758,0,73
7120,2019-07-13 16:30:42,fraud_Swift PLC,kids_pets,68.48,F,Bailey,NC,6629,Call centre manager,1342197042,0,62
7121,2019-07-13 16:52:22,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,119.73,F,Bradley,SC,1523,Research scientist (physical sciences),1342198342,0,40
7122,2019-07-13 17:15:43,"fraud_Heathcote, Yost and Kertzmann",shopping_net,194.65,F,Fullerton,NE,1749,"Surveyor, mining",1342199743,0,51
7123,2019-07-13 17:36:45,fraud_Botsford and Sons,home,72.17,F,Florence,MS,19685,Fine artist,1342201005,0,39
7124,2019-07-13 17:58:49,fraud_Gislason Group,misc_pos,725.48,F,Hinesburg,VT,4542,Claims inspector/assessor,1342202329,0,26
7125,2019-07-13 18:19:17,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,131.77,M,Thida,AR,111,Careers information officer,1342203557,0,24
7126,2019-07-13 18:43:51,fraud_Kulas Group,health_fitness,73.86,M,Athena,OR,1302,Dealer,1342205031,0,48
7127,2019-07-13 19:05:35,"fraud_Hills, Hegmann and Schaefer",health_fitness,90.44,M,Matawan,NJ,30770,Drilling engineer,1342206335,0,31
7128,2019-07-13 19:24:27,fraud_Dibbert-Green,entertainment,37.37,F,Avoca,IA,2036,Engineering geologist,1342207467,0,53
7129,2019-07-13 19:49:00,fraud_Hills-Witting,shopping_net,1.01,F,Scotland,MD,313,Insurance underwriter,1342208940,0,48
7130,2019-07-13 20:07:29,"fraud_Kerluke, Considine and Macejkovic",misc_net,27.31,F,Georgetown,MN,346,"Research officer, trade union",1342210049,0,48
7131,2019-07-13 20:33:53,fraud_Sawayn PLC,shopping_pos,3.16,M,Reno,NV,276896,Immunologist,1342211633,0,27
7132,2019-07-13 20:53:47,fraud_Torp-Lemke,misc_pos,24.43,M,San Diego,CA,1241364,Comptroller,1342212827,0,37
7133,2019-07-13 21:14:05,"fraud_Lubowitz, Terry and Stracke",personal_care,9.33,F,Lowell,OR,1420,Systems analyst,1342214045,0,59
7134,2019-07-13 21:34:48,fraud_Hickle Group,shopping_pos,7.12,M,Espanola,NM,18408,Historic buildings inspector/conservation officer,1342215288,0,52
7135,2019-07-13 21:57:50,fraud_Gottlieb-Hansen,personal_care,69.97,F,Gadsden,AL,67082,Ceramics designer,1342216670,0,54
7136,2019-07-13 22:21:33,fraud_Ruecker-Mayert,kids_pets,8.55,M,Titusville,FL,54767,Set designer,1342218093,0,37
7137,2019-07-13 22:47:56,"fraud_Lakin, Ferry and Beatty",food_dining,6.49,F,Lanark Village,FL,217,Television production assistant,1342219676,0,34
7138,2019-07-13 23:09:37,fraud_Kling-Ernser,entertainment,61.54,M,Cleveland,AL,3996,Aid worker,1342220977,0,47
7139,2019-07-13 23:35:09,"fraud_Schumm, McLaughlin and Carter",food_dining,27.0,F,Red River,NM,606,"Surveyor, land/geomatics",1342222509,0,36
7140,2019-07-14 00:00:20,fraud_Spinka-Welch,grocery_net,53.9,M,Big Creek,KY,467,"Psychologist, forensic",1342224020,0,40
7141,2019-07-14 00:30:51,fraud_Barton Inc,grocery_pos,210.25,F,Cherokee Village,AR,4726,Pharmacologist,1342225851,0,47
7142,2019-07-14 01:06:55,fraud_Kerluke-Abshire,shopping_net,4.03,F,Gregory,AR,37,"Lecturer, further education",1342228015,0,66
7143,2019-07-14 01:34:01,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,57.44,M,Parkers Lake,KY,1565,"Designer, industrial/product",1342229641,0,56
7144,2019-07-14 02:07:33,fraud_Kuhn LLC,misc_net,1.7,F,Eldridge,AL,1186,Politician's assistant,1342231653,0,38
7145,2019-07-14 02:37:59,"fraud_Rohan, White and Aufderhar",misc_net,5.74,F,Viola,AR,1679,Psychiatric nurse,1342233479,0,38
7146,2019-07-14 03:09:42,fraud_Auer-Mosciski,grocery_pos,160.28,F,Mendon,UT,2078,"Scientist, audiological",1342235382,0,61
7147,2019-07-14 03:39:47,fraud_Herman Inc,misc_pos,4.47,F,Leonard,TX,4090,Sub,1342237187,0,47
7148,2019-07-14 04:06:17,"fraud_Mosciski, Gislason and Mertz",grocery_pos,154.52,F,De Witt,AR,5161,Electrical engineer,1342238777,0,31
7149,2019-07-14 04:30:50,fraud_Bahringer-Larson,grocery_net,86.59,F,Tyler,TX,144160,Sports development officer,1342240250,0,40
7150,2019-07-14 05:03:11,fraud_Hackett-Lueilwitz,grocery_pos,105.77,M,Quanah,TX,3202,"Librarian, public",1342242191,0,26
7151,2019-07-14 05:28:41,fraud_Flatley-Durgan,misc_net,31.86,M,Whittemore,IA,912,Optometrist,1342243721,0,56
7152,2019-07-14 05:56:22,"fraud_Bernier, Volkman and Hoeger",misc_net,747.7,F,Washington,DC,601723,Prison officer,1342245382,0,38
7153,2019-07-14 06:31:22,"fraud_Greenfelder, Bartoletti and Davis",misc_net,4.73,F,Gibsonville,NC,12486,Arboriculturist,1342247482,0,90
7154,2019-07-14 06:57:45,fraud_Emard Inc,gas_transport,78.12,F,Meridian,TX,2526,Phytotherapist,1342249065,0,54
7155,2019-07-14 07:29:22,fraud_Medhurst PLC,shopping_net,82.46,M,Acworth,NH,477,Naval architect,1342250962,0,36
7156,2019-07-14 08:03:07,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,56.85,M,Reno,NV,276896,Immunologist,1342252987,0,27
7157,2019-07-14 08:35:41,fraud_Effertz LLC,entertainment,48.18,F,Gadsden,AL,67082,Ceramics designer,1342254941,0,54
7158,2019-07-14 09:11:33,fraud_Lockman Ltd,grocery_pos,100.6,F,Arcadia,SC,530,Animal technologist,1342257093,0,35
7159,2019-07-14 09:42:00,"fraud_Kohler, Lindgren and Koelpin",grocery_net,32.22,M,Westport,KY,564,Pensions consultant,1342258920,0,28
7160,2019-07-14 10:12:31,fraud_Heathcote LLC,shopping_net,95.52,M,Manderson,SD,1126,Volunteer coordinator,1342260751,0,44
7161,2019-07-14 10:46:22,fraud_Cole PLC,grocery_pos,97.32,F,Cowlesville,NY,1166,Colour technologist,1342262782,0,41
7162,2019-07-14 11:08:32,fraud_Kutch and Sons,grocery_pos,89.23,F,Plantersville,AL,1412,Drilling engineer,1342264112,0,54
7163,2019-07-14 11:38:23,fraud_Huels-Hahn,gas_transport,73.72,F,Louisville,KY,736284,Engineering geologist,1342265903,0,72
7164,2019-07-14 12:03:33,fraud_Jakubowski Inc,home,12.99,M,Broomfield,CO,92337,"Engineer, electronics",1342267413,0,57
7165,2019-07-14 12:23:27,fraud_Schimmel-Olson,kids_pets,46.9,M,Rock Glen,PA,143,Health and safety adviser,1342268607,0,42
7166,2019-07-14 12:38:15,"fraud_Brown, Homenick and Lesch",health_fitness,5.3,F,Cromona,KY,502,Chief Financial Officer,1342269495,0,64
7167,2019-07-14 12:52:26,"fraud_Moore, Williamson and Emmerich",home,3.51,M,Cass,WV,365,Special effects artist,1342270346,0,54
7168,2019-07-14 13:13:12,fraud_Boyer-Haley,travel,443.36,M,Helm,CA,123,Early years teacher,1342271592,0,51
7169,2019-07-14 13:32:08,"fraud_Effertz, Welch and Schowalter",entertainment,67.52,F,Drakes Branch,VA,1970,Energy engineer,1342272728,0,39
7170,2019-07-14 13:51:58,"fraud_Bernhard, Grant and Langworth",shopping_pos,5.63,F,Superior,AZ,2872,Petroleum engineer,1342273918,0,37
7171,2019-07-14 14:11:27,"fraud_Baumbach, Feeney and Morar",shopping_net,6.39,F,Tomahawk,WI,9594,Seismic interpreter,1342275087,0,27
7172,2019-07-14 14:29:59,fraud_Schaefer Ltd,kids_pets,8.57,M,Big Indian,NY,397,Psychiatrist,1342276199,0,93
7173,2019-07-14 14:49:57,"fraud_Durgan, Gislason and Spencer",home,98.36,F,Houston,TX,2906700,"Copywriter, advertising",1342277397,0,40
7174,2019-07-14 15:08:56,fraud_Sporer-Keebler,personal_care,24.9,M,North Judson,IN,5791,"Doctor, general practice",1342278536,0,65
7175,2019-07-14 15:24:28,"fraud_Gutmann, McLaughlin and Wiza",home,74.15,F,Jordanville,NY,824,Travel agency manager,1342279468,0,39
7176,2019-07-14 15:42:42,fraud_Metz-Boehm,shopping_pos,2.56,F,Ruidoso,NM,8874,Licensed conveyancer,1342280562,0,24
7177,2019-07-14 15:57:20,fraud_Berge-Ullrich,home,94.66,M,Dadeville,AL,8269,Minerals surveyor,1342281440,0,47
7178,2019-07-14 16:11:26,fraud_Conroy-Emard,food_dining,51.42,F,Fort Myers,FL,224256,Paramedic,1342282286,0,39
7179,2019-07-14 16:27:49,fraud_Cormier LLC,shopping_net,3.15,M,Hudson,NY,17867,Travel agency manager,1342283269,0,26
7180,2019-07-14 16:45:21,"fraud_Reichert, Huels and Hoppe",shopping_net,141.34,F,Edisto Island,SC,2408,"Sales professional, IT",1342284321,0,27
7181,2019-07-14 17:02:15,fraud_Jakubowski Group,food_dining,2.62,F,Phoenix,AZ,1312922,Counselling psychologist,1342285335,0,25
7182,2019-07-14 17:19:04,fraud_Halvorson Group,misc_pos,326.3,M,Haines City,FL,33804,Exercise physiologist,1342286344,0,33
7183,2019-07-14 17:37:12,fraud_Schumm PLC,health_fitness,14.94,M,Ruth,NV,450,Interpreter,1342287432,0,78
7184,2019-07-14 17:54:40,fraud_Hoppe-Parisian,kids_pets,67.47,M,Powell,TN,25459,"Teacher, special educational needs",1342288480,0,55
7185,2019-07-14 18:15:16,"fraud_Conroy, Balistreri and Gorczany",health_fitness,55.46,F,Scotland,MD,313,Insurance underwriter,1342289716,0,48
7186,2019-07-14 18:30:57,"fraud_Brown, Homenick and Lesch",health_fitness,18.05,F,Gardiner,OR,260,"Engineer, maintenance",1342290657,0,68
7187,2019-07-14 18:46:46,"fraud_Hauck, Dietrich and Funk",kids_pets,25.44,M,Boonton,NJ,15269,"Psychologist, sport and exercise",1342291606,0,31
7188,2019-07-14 19:04:57,fraud_Prosacco LLC,personal_care,99.48,F,Dongola,IL,2263,Scientific laboratory technician,1342292697,0,40
7189,2019-07-14 19:22:45,"fraud_Hahn, Bahringer and McLaughlin",personal_care,3.66,M,Hancock,MD,3766,Press photographer,1342293765,0,40
7190,2019-07-14 19:45:01,fraud_Rippin-VonRueden,health_fitness,4.02,F,Manistique,MI,6469,Trade mark attorney,1342295101,0,45
7191,2019-07-14 20:03:22,fraud_Howe PLC,entertainment,18.2,F,Beaver Falls,PA,28425,Podiatrist,1342296202,0,24
7192,2019-07-14 20:23:25,fraud_Bechtelar-Rippin,food_dining,28.45,M,Seneca,WI,153,Quantity surveyor,1342297405,0,62
7193,2019-07-14 20:41:30,fraud_Morissette-Schaefer,personal_care,70.91,M,Minnesota Lake,MN,1087,Music tutor,1342298490,0,61
7194,2019-07-14 21:02:45,fraud_Turner and Sons,shopping_pos,345.79,F,Esbon,KS,242,Tourism officer,1342299765,0,37
7195,2019-07-14 21:26:41,fraud_Stark-Koss,home,29.75,F,Clayton,OK,1760,Occupational psychologist,1342301201,0,52
7196,2019-07-14 21:41:42,fraud_Zboncak Ltd,food_dining,2.11,M,Utica,KS,269,Product/process development scientist,1342302102,0,62
7197,2019-07-14 21:58:47,fraud_Bartoletti and Sons,personal_care,88.24,F,Armagh,PA,922,Early years teacher,1342303127,0,52
7198,2019-07-14 22:18:11,fraud_Stoltenberg-Beatty,shopping_pos,5.15,M,Coffeeville,MS,3451,Financial trader,1342304291,0,40
7199,2019-07-14 22:36:00,fraud_Bauch-Blanda,entertainment,68.84,M,High Rolls Mountain Park,NM,899,Naval architect,1342305360,0,57
7200,2019-07-14 22:52:08,fraud_Conroy-Emard,food_dining,58.48,M,Hancock,MD,3766,Press photographer,1342306328,0,40
7201,2019-07-14 23:11:35,"fraud_Kutch, Steuber and Gerhold",food_dining,72.86,F,American Fork,UT,42384,Futures trader,1342307495,0,31
7202,2019-07-14 23:27:39,fraud_Erdman-Schaden,personal_care,5.25,F,New Waverly,TX,4993,"Scientist, biomedical",1342308459,0,76
7203,2019-07-14 23:48:25,fraud_Adams-Barrows,health_fitness,24.11,F,Birmingham,IA,888,Camera operator,1342309705,0,36
7204,2019-07-15 00:12:45,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,134.2,M,Oriskany Falls,NY,1970,"Programmer, multimedia",1342311165,0,75
7205,2019-07-15 00:40:13,fraud_Huels-Hahn,gas_transport,28.51,F,Jones,AL,1089,Materials engineer,1342312813,0,53
7206,2019-07-15 01:09:36,fraud_Cole PLC,grocery_pos,96.12,F,Unionville,MO,3805,"Investment banker, corporate",1342314576,0,74
7207,2019-07-15 01:41:19,fraud_Kutch-Hegmann,grocery_net,58.78,M,Southfield,MI,75830,"Engineer, automotive",1342316479,0,49
7208,2019-07-15 02:12:02,fraud_O'Hara-Wilderman,food_dining,73.2,M,Claremont,CA,35705,Wellsite geologist,1342318322,0,68
7209,2019-07-15 02:41:11,fraud_Brekke and Sons,gas_transport,62.86,M,Bryant,WI,1080,Information systems manager,1342320071,0,45
7210,2019-07-15 03:13:24,fraud_Ledner-Pfannerstill,gas_transport,53.45,F,Rhame,ND,475,Illustrator,1342322004,0,69
7211,2019-07-15 03:41:27,"fraud_Streich, Hansen and Veum",gas_transport,80.77,F,Bonfield,IL,1617,Medical secretary,1342323687,0,34
7212,2019-07-15 04:12:23,fraud_Mraz-Herzog,gas_transport,71.01,F,River,KY,571,Quarry manager,1342325543,0,93
7213,2019-07-15 04:43:29,"fraud_Rowe, Batz and Goodwin",grocery_pos,108.11,M,Wittenberg,WI,3223,Senior tax professional/tax inspector,1342327409,0,70
7214,2019-07-15 05:07:22,"fraud_Moore, Dibbert and Koepp",misc_net,8.99,F,Brownville,NY,1271,"Producer, radio",1342328842,0,66
7215,2019-07-15 05:37:28,fraud_Hermann-Gaylord,misc_pos,34.74,M,Bryant,WI,1080,Information systems manager,1342330648,0,45
